PERMNO,date,PRC
80599,20061019,77.48000
80599,20061020,77.07000
80599,20061023,77.64000
80599,20061024,78.34000
80599,20061025,77.40000
80599,20061026,78.41000
80599,20061027,76.56000
80599,20061030,77.67000
80599,20061031,77.84000
80599,20061101,74.66000
80599,20061102,76.00000
80599,20061103,74.43000
80599,20061106,76.15000
80599,20061107,75.50000
80599,20061108,74.30000
80599,20061109,71.39000
80599,20061110,72.18000
80599,20061113,73.37000
80599,20061114,74.92000
80599,20061115,75.40000
80599,20061116,75.93000
80599,20061117,76.13000
80599,20061120,76.11000
80599,20061121,77.13000
80599,20061122,77.78000
80599,20061124,76.58000
80599,20061127,73.86000
80599,20061128,75.29000
80599,20061129,75.14000
80599,20061130,73.67000
80599,20061201,73.35000
80599,20061204,75.64000
80599,20061205,75.38000
80599,20061206,76.33000
80599,20061207,75.90000
80599,20061208,77.03000
80599,20061211,76.95000
80599,20061212,76.67000
80599,20061213,76.37000
80599,20061214,76.08000
80599,20061215,76.10000
80599,20061218,77.09000
80599,20061219,76.20000
80599,20061220,77.99000
80599,20061221,77.31000
80599,20061222,76.86000
80599,20061226,77.49000
80599,20061227,78.65000
80599,20061228,78.00000
80599,20061229,78.12000
80599,20070103,78.63000
80599,20070104,76.84000
80599,20070105,76.74000
80599,20070108,78.18000
80599,20070109,78.24000
80599,20070110,79.55000
80599,20070111,81.11000
80599,20070112,82.74000
80599,20070116,82.53000
80599,20070117,83.32000
80599,20070118,82.30000
80599,20070119,83.15000
80599,20070122,82.12000
80599,20070123,82.50000
80599,20070124,84.00000
80599,20070125,80.96000
80599,20070126,81.07000
80599,20070129,80.68000
80599,20070130,80.94000
80599,20070131,82.24000
80599,20070201,84.97000
80599,20070202,85.80000
80599,20070205,85.30000
80599,20070206,85.61000
80599,20070207,85.70000
80599,20070208,84.42000
80599,20070209,83.30000
80599,20070212,82.22000
80599,20070213,82.83000
80599,20070214,83.65000
80599,20070215,83.29000
80599,20070216,82.61000
80599,20070220,83.12000
80599,20070221,82.64000
80599,20070222,82.03000
80599,20070223,79.04000
80599,20070226,77.83000
80599,20070227,74.19000
80599,20070228,73.31000
80599,20070301,73.24000
80599,20070302,72.10000
80599,20070305,71.12000
80599,20070306,74.23000
80599,20070307,73.90000
80599,20070308,75.75000
80599,20070309,75.83000
80599,20070312,76.55000
80599,20070313,72.00000
80599,20070314,71.72000
80599,20070315,73.03000
80599,20070316,71.19000
80599,20070319,72.30000
80599,20070320,72.33000
80599,20070321,74.20000
80599,20070322,73.17000
80599,20070323,73.50000
80599,20070326,72.73000
80599,20070327,71.76000
80599,20070328,70.02000
80599,20070329,70.31000
80599,20070330,70.07000
80599,20070402,69.16000
80599,20070403,70.91000
80599,20070404,71.11000
80599,20070405,71.44000
80599,20070409,72.29000
80599,20070410,72.24000
80599,20070411,71.34000
80599,20070412,72.07000
80599,20070413,72.22000
80599,20070416,75.89000
80599,20070417,75.84000
80599,20070418,77.58000
80599,20070419,77.35000
80599,20070420,78.14000
80599,20070423,77.82000
80599,20070424,76.43000
80599,20070425,77.18000
80599,20070426,76.68000
80599,20070427,76.13000
80599,20070430,75.28000
80599,20070501,74.83000
80599,20070502,75.49000
80599,20070503,75.65000
80599,20070504,77.30000
80599,20070507,76.85000
80599,20070508,75.99000
80599,20070509,76.60000
80599,20070510,75.03000
80599,20070511,75.35000
80599,20070514,74.40000
80599,20070515,73.87000
80599,20070516,73.35000
80599,20070517,72.94000
80599,20070518,72.40000
80599,20070521,73.31000
80599,20070522,74.08000
80599,20070523,74.14000
80599,20070524,73.28000
80599,20070525,72.76000
80599,20070529,72.91000
80599,20070530,73.20000
80599,20070531,73.38000
80599,20070601,75.23000
80599,20070604,74.97000
80599,20070605,75.05000
80599,20070606,74.22000
80599,20070607,73.29000
80599,20070608,74.19000
80599,20070611,75.68000
80599,20070612,76.06000
80599,20070613,77.87000
80599,20070614,78.80000
80599,20070615,79.07000
80599,20070618,80.58000
80599,20070619,81.30000
80599,20070620,79.84000
80599,20070621,79.24000
80599,20070622,76.62000
80599,20070625,75.05000
80599,20070626,74.22000
80599,20070627,76.19000
80599,20070628,75.92000
80599,20070629,74.52000
80599,20070702,74.17000
80599,20070703,74.60000
80599,20070705,74.62000
80599,20070706,74.80000
80599,20070709,74.86000
80599,20070710,71.10000
80599,20070711,71.39000
80599,20070712,73.24000
80599,20070713,73.50000
80599,20070716,72.80000
80599,20070717,73.06000
80599,20070718,71.65000
80599,20070719,70.43000
80599,20070720,68.29000
80599,20070723,68.85000
80599,20070724,66.34000
80599,20070725,67.66000
80599,20070726,64.50000
80599,20070727,64.22000
80599,20070730,64.80000
80599,20070731,62.00000
80599,20070801,60.82000
80599,20070802,60.45000
80599,20070803,55.78000
80599,20070806,58.27000
80599,20070807,60.71000
80599,20070808,64.78000
80599,20070809,60.15000
80599,20070810,59.07000
80599,20070813,57.30000
80599,20070814,53.67000
80599,20070815,51.57000
80599,20070816,54.75000
80599,20070817,58.11000
80599,20070820,57.07000
80599,20070821,57.54000
80599,20070822,58.54000
80599,20070823,58.18000
80599,20070824,60.37000
80599,20070827,57.75000
80599,20070828,54.28000
80599,20070829,54.43000
80599,20070830,53.77000
80599,20070831,54.83000
80599,20070904,56.46000
80599,20070905,54.35000
80599,20070906,53.83000
80599,20070907,52.95000
80599,20070910,53.85000
80599,20070911,55.18000
80599,20070912,57.08000
80599,20070913,59.68000
80599,20070914,59.50000
80599,20070917,58.62000
80599,20070918,64.49000
80599,20070919,64.11000
80599,20070920,62.31000
80599,20070921,62.70000
80599,20070924,61.13000
80599,20070925,60.02000
80599,20070926,61.11000
80599,20070927,62.53000
80599,20070928,61.73000
80599,20071001,63.65000
80599,20071002,64.72000
80599,20071003,64.06000
80599,20071004,63.22000
80599,20071005,63.98000
80599,20071008,62.78000
80599,20071009,64.59000
80599,20071010,64.49000
80599,20071011,64.14000
80599,20071012,64.63000
80599,20071015,62.33000
80599,20071016,60.67000
80599,20071017,60.08000
80599,20071018,59.45000
80599,20071019,57.22000
80599,20071022,57.55000
80599,20071023,58.27000
80599,20071024,57.42000
80599,20071025,56.92000
80599,20071026,60.42000
80599,20071029,62.76000
80599,20071030,61.36000
80599,20071031,63.34000
80599,20071101,60.50000
80599,20071102,60.12000
80599,20071105,58.54000
80599,20071106,59.37000
80599,20071107,55.96000
80599,20071108,56.11000
80599,20071109,58.07000
80599,20071112,58.30000
80599,20071113,63.49000
80599,20071114,65.45000
80599,20071115,62.97000
80599,20071116,62.38000
80599,20071119,60.55000
80599,20071120,60.77000
80599,20071121,57.75000
80599,20071123,60.86000
80599,20071126,57.46000
80599,20071127,59.90000
80599,20071128,64.85000
80599,20071129,61.69000
80599,20071130,62.63000
80599,20071203,61.38000
80599,20071204,59.61000
80599,20071205,60.01000
80599,20071206,63.14000
80599,20071207,63.47000
80599,20071210,65.65000
80599,20071211,61.14000
80599,20071212,61.82000
80599,20071213,61.37000
80599,20071214,62.24000
80599,20071217,61.53000
80599,20071218,60.90000
80599,20071219,61.89000
80599,20071220,62.33000
80599,20071221,64.57000
80599,20071224,65.65000
80599,20071226,65.28000
80599,20071227,64.13000
80599,20071228,64.66000
80599,20071231,65.44000
80599,20080102,62.19000
80599,20080103,61.00000
80599,20080104,58.35000
80599,20080107,58.05000
80599,20080108,55.65000
80599,20080109,54.99000
80599,20080110,57.82000
80599,20080111,58.15000
80599,20080114,59.20000
80599,20080115,55.71000
80599,20080116,58.06000
80599,20080117,54.66000
80599,20080118,53.25000
80599,20080122,54.93000
80599,20080123,58.96000
80599,20080124,59.56000
80599,20080125,57.87000
80599,20080128,60.63000
80599,20080129,62.53000
80599,20080130,62.59000
80599,20080131,64.05000
80599,20080201,66.00000
80599,20080204,63.82000
80599,20080205,59.82000
80599,20080206,58.18000
80599,20080207,60.48000
80599,20080208,60.04000
80599,20080211,58.25000
80599,20080212,56.26000
80599,20080213,55.31000
80599,20080214,54.39000
80599,20080215,54.77000
80599,20080219,53.57000
80599,20080220,55.39000
80599,20080221,54.14000
80599,20080222,54.22000
80599,20080225,55.57000
80599,20080226,56.84000
80599,20080227,57.46000
80599,20080228,54.68000
80599,20080229,50.99000
80599,20080303,48.61000
80599,20080304,48.35000
80599,20080305,48.06000
80599,20080306,46.03000
80599,20080307,46.36000
80599,20080310,42.98000
80599,20080311,46.31000
80599,20080312,44.95000
80599,20080313,45.99000
80599,20080314,39.26000
80599,20080317,31.75000
80599,20080318,46.49000
80599,20080319,42.23000
80599,20080320,48.65000
80599,20080324,46.64000
80599,20080325,45.21000
80599,20080326,42.49000
80599,20080327,38.71000
80599,20080328,37.87000
80599,20080331,37.64000
80599,20080401,44.34000
80599,20080402,44.07000
80599,20080403,43.32000
80599,20080404,44.05000
80599,20080407,44.60000
80599,20080408,43.67000
80599,20080409,40.54000
80599,20080410,40.25000
80599,20080411,39.87000
80599,20080414,39.38000
80599,20080415,39.67000
80599,20080416,41.72000
80599,20080417,43.64000
80599,20080418,45.50000
80599,20080421,45.10000
80599,20080422,44.57000
80599,20080423,43.69000
80599,20080424,46.38000
80599,20080425,46.87000
80599,20080428,47.52000
80599,20080429,46.57000
80599,20080430,44.24000
80599,20080501,46.93000
80599,20080502,47.02000
80599,20080505,45.80000
80599,20080506,46.31000
80599,20080507,43.64000
80599,20080508,42.93000
80599,20080509,43.54000
80599,20080512,44.72000
80599,20080513,42.95000
80599,20080514,42.23000
80599,20080515,44.77000
80599,20080516,43.64000
80599,20080519,42.79000
80599,20080520,42.00000
80599,20080521,39.56000
80599,20080522,38.50000
80599,20080523,36.11000
80599,20080527,37.20000
80599,20080528,36.84000
80599,20080529,37.37000
80599,20080530,36.81000
80599,20080602,33.83000
80599,20080603,30.61000
80599,20080604,31.40000
80599,20080605,33.85000
80599,20080606,32.29000
80599,20080609,29.48000
80599,20080610,27.50000
80599,20080611,23.75000
80599,20080612,22.70000
80599,20080613,25.81000
80599,20080616,27.20000
80599,20080617,25.14000
80599,20080618,24.78000
80599,20080619,24.46000
80599,20080620,24.20000
80599,20080623,22.80000
80599,20080624,24.35000
80599,20080625,24.69000
80599,20080626,22.61000
80599,20080627,22.25000
80599,20080630,19.81000
80599,20080701,20.96000
80599,20080702,22.36000
80599,20080703,22.85000
80599,20080707,20.84000
80599,20080708,22.27000
80599,20080709,19.74000
80599,20080710,17.30000
80599,20080711,14.43000
80599,20080714,12.40000
80599,20080715,13.22000
80599,20080716,16.65000
80599,20080717,18.90000
80599,20080718,19.11000
80599,20080721,18.32000
80599,20080722,20.20000
80599,20080723,21.10000
80599,20080724,18.52000
80599,20080725,17.05000
80599,20080728,15.27000
80599,20080729,16.88000
80599,20080730,18.23000
80599,20080731,17.34000
80599,20080801,18.65000
80599,20080804,17.94000
80599,20080805,20.24000
80599,20080806,20.46000
80599,20080807,17.67000
80599,20080808,18.62000
80599,20080811,18.44000
80599,20080812,16.21000
80599,20080813,15.57000
80599,20080814,16.20000
80599,20080815,16.17000
80599,20080818,15.03000
80599,20080819,13.07000
80599,20080820,13.73000
80599,20080821,13.72000
80599,20080822,14.41000
80599,20080825,13.45000
80599,20080826,14.03000
80599,20080827,14.78000
80599,20080828,15.87000
80599,20080829,16.09000
80599,20080902,16.13000
80599,20080903,16.94000
80599,20080904,15.17000
80599,20080905,16.20000
80599,20080908,14.15000
80599,20080909,7.79000
80599,20080910,7.25000
80599,20080911,4.22000
80599,20080912,3.65000
80599,20080915,0.21000
80599,20080916,0.30000
80599,20080917,0.13000
